Company Name,Structure,Type,Technical,Safety,Environmental,Societal,Cost,Weight,Size,Diameter,Length ,Metal,Plastic,Concrete,Residues,Position,Decision
Shell U.K. Limited,PL1499,Cable,Full Removal,Full Removal,Full Removal,Full Removal,Leave In-Situ,,,6,0.017,Yes,Yes,No,None,Seabed Laid,Full Removal
Shell U.K. Limited,PL1501,Cable,Full Removal,Full Removal,Full Removal,Full Removal,Leave In-Situ,,,6,0.136,Yes,Yes,No,None,Seabed Laid,Full Removal
Spirit Energy North Sea Limited,PLU2840,Cable,Full Removal,Full Removal,Full Removal,Full Removal,Leave In-Situ,,,4.8,2.19,Yes,Yes,No,None,Trenched and Burried,Leave In-Situ
Spirit Energy North Sea Limited,PL2841,Cable,Full Removal,Full Removal,Full Removal,Full Removal,Leave In-Situ,,,10,2.05,Yes,Yes,No,None,Trenched and Burried,Leave In-Situ
Chrysaor Production (U.K.) Limited,PL935,Cable,Full Removal,Full Removal,Full Removal,Full Removal,Leave In-Situ,,,16,11.245,Yes,Yes,No,None,Trenched and Burried,Full Removal
Chrysaor Production (U.K.) Limited,PL936,Cable,Full Removal,Full Removal,Full Removal,Full Removal,Leave In-Situ,,,3.5,11.33,Yes,Yes,No,None,Trenched and Burried,Full Removal
EnQuest Heather Limited,PLU3009,Cable,Full Removal,Full Removal,Full Removal,Full Removal,Leave In-Situ,,,7.874015748,2.138,Yes,Yes,No,None,Seabed Laid,Full Removal
EnQuest Heather Limited,PLU3009JAP1,Cable,Full Removal,Full Removal,Full Removal,Full Removal,Leave In-Situ,,,7.874015748,0.078,Yes,Yes,No,None,Seabed Laid,Full Removal
EnQuest Heather Limited,PLU3009JAP2,Cable,Full Removal,Full Removal,Full Removal,Full Removal,Leave In-Situ,,,3.937007874,0.072,Yes,Yes,No,None,Seabed Laid,Full Removal
EnQuest Heather Limited,PLU3009JAP3,Cable,Full Removal,Full Removal,Full Removal,Full Removal,Leave In-Situ,,,3.937007874,0.06,Yes,Yes,No,None,Seabed Laid,Full Removal
EnQuest Heather Limited,PLU3009JAP4,Cable,Full Removal,Full Removal,Full Removal,Full Removal,Leave In-Situ,,,3.937007874,0.079,Yes,Yes,No,None,Seabed Laid,Full Removal
EnQuest Heather Limited,PLU3009JAP5,Cable,Full Removal,Full Removal,Full Removal,Full Removal,Leave In-Situ,,,3.937007874,0.056,Yes,Yes,No,None,Seabed Laid,Full Removal
EnQuest Heather Limited,PLU3009JAP6(K7),Cable,Full Removal,Full Removal,Full Removal,Full Removal,Leave In-Situ,,,4.291338583,0.072,Yes,Yes,No,None,Seabed Laid,Full Removal
EnQuest Heather Limited,PL3011,Cable,Full Removal,Full Removal,Full Removal,Full Removal,Leave In-Situ,,,9.881889764,2.177,Yes,Yes,No,None,Trenched and Burried,Full Removal
EnQuest Heather Limited,PLU3011JAP1,Cable,Full Removal,Full Removal,Full Removal,Full Removal,Leave In-Situ,,,2.125984252,0.15,Yes,Yes,No,None,Seabed Laid,Full Removal
EnQuest Heather Limited,PLU3011JAP2,Cable,Full Removal,Full Removal,Full Removal,Full Removal,Leave In-Situ,,,2.125984252,0.148,Yes,Yes,No,None,Seabed Laid,Full Removal
EnQuest Heather Limited,PLU3011JAP3,Cable,Full Removal,Full Removal,Full Removal,Full Removal,Leave In-Situ,,,2.125984252,0.136,Yes,Yes,No,None,Seabed Laid,Full Removal
EnQuest Heather Limited,PLU3011JAP4,Cable,Full Removal,Full Removal,Full Removal,Full Removal,Leave In-Situ,,,2.125984252,0.166,Yes,Yes,No,None,Seabed Laid,Full Removal
EnQuest Heather Limited,PLU3011JAP5,Cable,Full Removal,Full Removal,Full Removal,Full Removal,Leave In-Situ,,,2.125984252,0.118,Yes,Yes,No,None,Seabed Laid,Full Removal
EnQuest Heather Limited,PLU3011JAP6(K7),Cable,Full Removal,Full Removal,Full Removal,Full Removal,Leave In-Situ,,,2.125984252,0.152,Yes,Yes,No,None,Seabed Laid,Full Removal
EnQuest Heather Limited,PL3012,Cable,Full Removal,Full Removal,Full Removal,Full Removal,Leave In-Situ,,,9.881889764,2.15,Yes,Yes,No,None,Trenched and Burried,Full Removal
EnQuest Heather Limited,PL3013,Cable,Full Removal,Full Removal,Full Removal,Full Removal,Leave In-Situ,,,9.881889764,2.135,Yes,Yes,No,None,Trenched and Burried,Full Removal
Chrysaor Production (U.K.) Limited,PLU1334.2JW10,Cable,Full Removal,Full Removal,Full Removal,Full Removal,Leave In-Situ,,,,0.1,Yes,Yes,No,None,Seabed Laid,Full Removal
Chrysaor Production (U.K.) Limited,PL1335,Cable,Full Removal,Full Removal,Full Removal,Full Removal,Leave In-Situ,,,,3,Yes,Yes,No,None,Trenched and Burried,Full Removal
Spirit Energy North Sea Limited,IF-07E13,Cable,Full Removal,Full Removal,Full Removal,Full Removal,Leave In-Situ,,,3.307086614,3.909,Yes,Yes,No,None,Trenched and Burried,Partial Removal
Spirit Energy North Sea Limited,IF-07E31,Cable,Full Removal,Full Removal,Full Removal,Full Removal,Leave In-Situ,,,3.307086614,3.56,Yes,Yes,No,None,Trenched and Burried,Partial Removal
Spirit Energy North Sea Limited,IF-07E41,Cable,Full Removal,Full Removal,Full Removal,Full Removal,Leave In-Situ,,,3.307086614,3.752,Yes,Yes,No,None,Trenched and Burried,Partial Removal
Spirit Energy North Sea Limited,IF-07E84,Cable,Full Removal,Full Removal,Full Removal,Full Removal,Leave In-Situ,,,2.637795276,5.005,Yes,Yes,No,None,Trenched and Burried,Partial Removal
Spirit Energy North Sea Limited,PL2718,Cable,Full Removal,Full Removal,Full Removal,Full Removal,Leave In-Situ,,,3.11023622,3.88,Yes,Yes,No,None,Trenched and Burried,Partial Removal
Repsol Sinopec Resources UK Limited,PL4331,Cable,Full Removal,Full Removal,Full Removal,Full Removal,Leave In-Situ,,,4.25,26,Yes,Yes,No,None,Trenched and Burried,Leave In-Situ
Repsol Sinopec Resources UK Limited,PL4330,Cable,Full Removal,Full Removal,Full Removal,Full Removal,Leave In-Situ,,,2.9,6.3,Yes,Yes,No,None,Trenched and Burried,Leave In-Situ
Repsol Sinopec Resources UK Limited,PL2331,Cable,Full Removal,Full Removal,Full Removal,Full Removal,Leave In-Situ,,,4.7,2.9,Yes,Yes,No,None,Trenched and Burried,Leave In-Situ
Ithaca Energy UK Limited,PLU2561,Cable,Full Removal,Full Removal,Full Removal,Full Removal,Leave In-Situ,,,3,10.5,Yes,Yes,No,None,Trenched and Burried,Leave In-Situ
Fairfield Betula Limited,PL4338,Cable,Full Removal,Full Removal,Full Removal,Full Removal,Leave In-Situ,,,0.5,0.091,Yes,Yes,No,None,Seabed Laid,Full Removal
Fairfield Betula Limited,PL4334,Cable,Full Removal,Full Removal,Full Removal,Full Removal,Leave In-Situ,,,5,21.883,Yes,Yes,No,None,Trenched and Burried,Partial Removal
Maersk Oil UK Limited,PLU2866,Cable,Full Removal,Full Removal,Full Removal,Full Removal,Leave In-Situ,,,2,0.045,Yes,Yes,No,None,Seabed Laid,Full Removal
Maersk Oil UK Limited,PLU2868,Cable,Full Removal,Full Removal,Full Removal,Full Removal,Leave In-Situ,,,2,0.08,Yes,Yes,No,None,Seabed Laid,Full Removal
Maersk Oil UK Limited,PLU2869,Cable,Full Removal,Full Removal,Full Removal,Full Removal,Leave In-Situ,,,2,0.1,Yes,Yes,No,None,Seabed Laid,Full Removal
Maersk Oil UK Limited,PLU2870,Cable,Full Removal,Full Removal,Full Removal,Full Removal,Leave In-Situ,,,2,0.085,Yes,Yes,No,None,Seabed Laid,Full Removal
Maersk Oil UK Limited,PLU2873,Cable,Full Removal,Full Removal,Full Removal,Full Removal,Leave In-Situ,,,2,0.06,Yes,Yes,No,None,Seabed Laid,Full Removal
Maersk Oil UK Limited,PLU2874,Cable,Full Removal,Full Removal,Full Removal,Full Removal,Leave In-Situ,,,2,0.038,Yes,Yes,No,None,Seabed Laid,Full Removal
Maersk Oil UK Limited,PLU2875,Cable,Full Removal,Full Removal,Full Removal,Full Removal,Leave In-Situ,,,2,0.045,Yes,Yes,No,None,Seabed Laid,Full Removal
Maersk Oil UK Limited,PLU2876,Cable,Full Removal,Full Removal,Full Removal,Full Removal,Leave In-Situ,,,2,0.041,Yes,Yes,No,None,Seabed Laid,Full Removal
Maersk Oil UK Limited,PLU2877,Cable,Full Removal,Full Removal,Full Removal,Full Removal,Leave In-Situ,,,2,0.036,Yes,Yes,No,None,Seabed Laid,Full Removal
Maersk Oil UK Limited,PLU2879,Cable,Full Removal,Full Removal,Full Removal,Full Removal,Leave In-Situ,,,2,0.025,Yes,Yes,No,None,Seabed Laid,Full Removal
Maersk Oil UK Limited,PLU2880,Cable,Full Removal,Full Removal,Full Removal,Full Removal,Leave In-Situ,,,2,0.06,Yes,Yes,No,None,Seabed Laid,Full Removal
Maersk Oil UK Limited,PLU2882,Cable,Full Removal,Full Removal,Full Removal,Full Removal,Leave In-Situ,,,2,0.04,Yes,Yes,No,None,Seabed Laid,Full Removal
Maersk Oil UK Limited,PLU2883,Cable,Full Removal,Full Removal,Full Removal,Full Removal,Leave In-Situ,,,2,0.08,Yes,Yes,No,None,Seabed Laid,Full Removal
Maersk Oil UK Limited,PLU2884,Cable,Full Removal,Full Removal,Full Removal,Full Removal,Leave In-Situ,,,2,0.05,Yes,Yes,No,None,Seabed Laid,Full Removal
Maersk Oil UK Limited,PLU2885,Cable,Full Removal,Full Removal,Full Removal,Full Removal,Leave In-Situ,,,2,0.05,Yes,Yes,No,None,Seabed Laid,Full Removal
Ithaca Energy UK Limited,PLU2821,Cable,Full Removal,Full Removal,Full Removal,Full Removal,Leave In-Situ,,,8,2.28,Yes,Yes,No,None,Trenched and Burried,Full Removal
Ithaca Energy UK Limited,PLU2821JP1,Cable,Full Removal,Full Removal,Full Removal,Full Removal,Leave In-Situ,,,2,0.1,Yes,Yes,No,None,Seabed Laid,Full Removal
Ithaca Energy UK Limited,PLU2821JP2,Cable,Full Removal,Full Removal,Full Removal,Full Removal,Leave In-Situ,,,2,0.085,Yes,Yes,No,None,Seabed Laid,Full Removal
Ithaca Energy UK Limited,PLU2821JP3,Cable,Full Removal,Full Removal,Full Removal,Full Removal,Leave In-Situ,,,2,0.085,Yes,Yes,No,None,Seabed Laid,Full Removal
Ithaca Energy UK Limited,PLU2821JP4,Cable,Full Removal,Full Removal,Full Removal,Full Removal,Leave In-Situ,,,2,0.07,Yes,Yes,No,None,Seabed Laid,Full Removal
Ithaca Energy UK Limited,PLU2823,Cable,Full Removal,Full Removal,Full Removal,Full Removal,Leave In-Situ,,,3,0.095,Yes,Yes,No,None,Seabed Laid,Full Removal
Ithaca Energy UK Limited,PLU2826,Cable,Full Removal,Full Removal,Full Removal,Full Removal,Leave In-Situ,,,3,0.07,Yes,Yes,No,None,Seabed Laid,Full Removal
Ithaca Energy UK Limited,PLU2829,Cable,Full Removal,Full Removal,Full Removal,Full Removal,Leave In-Situ,,,3,0.085,Yes,Yes,No,None,Seabed Laid,Full Removal
Ithaca Energy UK Limited,PLU2832,Cable,Full Removal,Full Removal,Full Removal,Full Removal,Leave In-Situ,,,3,0.07,Yes,Yes,No,None,Seabed Laid,Full Removal
Ithaca Energy UK Limited,PLU2835,Cable,Full Removal,Full Removal,Full Removal,Full Removal,Leave In-Situ,,,3,0.07,Yes,Yes,No,None,Seabed Laid,Full Removal
Marathon Oil UK LLC,PLU4216,Cable,Full Removal,Full Removal,Full Removal,Full Removal,Leave In-Situ,,,6,0.36,Yes,Yes,No,None,Trenched and Burried,Partial Removal
Marathon Oil UK LLC,PLU4216,Cable,Full Removal,Full Removal,Full Removal,Full Removal,Leave In-Situ,,,5.3,0.5,Yes,Yes,No,None,Trenched and Burried,Partial Removal
Marathon Oil UK LLC,PLU4216,Cable,Full Removal,Full Removal,Full Removal,Full Removal,Leave In-Situ,,,5.3,0.5,Yes,Yes,No,None,Trenched and Burried,Partial Removal
Marathon Oil UK LLC,PLU4031,Cable,Full Removal,Full Removal,Full Removal,Full Removal,Leave In-Situ,,,2.8,9.653,Yes,Yes,No,None,Trenched and Burried,Partial Removal
Marathon Oil UK LLC,PLU4131,Cable,Full Removal,Full Removal,Full Removal,Full Removal,Leave In-Situ,,,1,0.058,Yes,Yes,No,None,Seabed Laid,Full Removal
Marathon Oil UK LLC,PLU4132,Cable,Full Removal,Full Removal,Full Removal,Full Removal,Leave In-Situ,,,1,0.072,Yes,Yes,No,None,Seabed Laid,Full Removal
Marathon Oil UK LLC,PLU4133,Cable,Full Removal,Full Removal,Full Removal,Full Removal,Leave In-Situ,,,1,0.06,Yes,Yes,No,None,Seabed Laid,Full Removal
Marathon Oil UK LLC,PLU4134,Cable,Full Removal,Full Removal,Full Removal,Full Removal,Leave In-Situ,,,1,0.072,Yes,Yes,No,None,Seabed Laid,Full Removal
Marathon Oil UK LLC,PLU4135,Cable,Full Removal,Full Removal,Full Removal,Full Removal,Leave In-Situ,,,1,0.086,Yes,Yes,No,None,Seabed Laid,Full Removal
Marathon Oil UK LLC,PLU4136,Cable,Full Removal,Full Removal,Full Removal,Full Removal,Leave In-Situ,,,1,0.102,Yes,Yes,No,None,Seabed Laid,Full Removal
Marathon Oil UK LLC,PLU4137,Cable,Full Removal,Full Removal,Full Removal,Full Removal,Leave In-Situ,,,1,0.04,Yes,Yes,No,None,Seabed Laid,Full Removal
Marathon Oil UK LLC,PLU4138,Cable,Full Removal,Full Removal,Full Removal,Full Removal,Leave In-Situ,,,1,0.072,Yes,Yes,No,None,Seabed Laid,Full Removal
Marathon Oil UK LLC,PLU4217,Cable,Full Removal,Full Removal,Full Removal,Full Removal,Leave In-Situ,,,5.3,13,Yes,Yes,No,None,Trenched and Burried,Leave In-Situ
Marathon Oil UK LLC,PLU4217,Cable,Full Removal,Full Removal,Full Removal,Full Removal,Leave In-Situ,,,5.3,28.5,Yes,Yes,No,None,Trenched and Burried,Leave In-Situ
Marathon Oil UK LLC,PLU4217,Cable,Full Removal,Full Removal,Full Removal,Full Removal,Leave In-Situ,,,5.3,14.5,Yes,Yes,No,None,Trenched and Burried,Leave In-Situ
Repsol Sinopec Resources UK Limited,PLU2652,Cable,Full Removal,Full Removal,Full Removal,Full Removal,Leave In-Situ,,,6,10.95,Yes,Yes,No,None,Trenched and Burried,Leave In-Situ
Spirit Energy North Sea Limited,PL1099,Pipeline,Full Removal,Partial Removal,Full Removal,Full Removal,Leave In-Situ,,,4,15.1,Yes,Yes,No,None,Trenched and Burried,Partial Removal
Repsol Sinopec North Sea Limited,Buchan Anode Skids,Subsea,Partial Removal,Partial Removal,Full Removal,Full Removal,Leave In-Situ,30,36,,,Yes,Yes,No,None,Seabed Laid,Full Removal
Repsol Sinopec North Sea Limited,Hannay Anode Skids,Subsea,Partial Removal,Partial Removal,Full Removal,Full Removal,Leave In-Situ,0.22,1.6,,,Yes,Yes,No,None,Seabed Laid,Full Removal
ConocoPhillips (U.K.) Limited,Victor JM Subsea Pigging Skid,Subsea,Partial Removal,Partial Removal,Full Removal,Full Removal,Leave In-Situ,115,,,,Yes,Yes,No,None,Seabed Laid,Full Removal
Nexen Petroleum UK Limited,Ettrick Valve Skids 1,Subsea,Partial Removal,Partial Removal,Full Removal,Full Removal,Leave In-Situ,1.8,3.978,,,Yes,Yes,No,None,Seabed Laid,Full Removal
Nexen Petroleum UK Limited,Ettrick Valve Skids 2,Subsea,Partial Removal,Partial Removal,Full Removal,Full Removal,Leave In-Situ,1,2.61,,,Yes,Yes,No,None,Seabed Laid,Full Removal
Nexen Petroleum UK Limited,Blackbird Pigging Skid,Subsea,Partial Removal,Partial Removal,Full Removal,Full Removal,Leave In-Situ,8.9,24.381,,,Yes,Yes,No,None,Seabed Laid,Full Removal
Maersk Oil UK Limited,Janice Anode Skid 1,Subsea,Partial Removal,Partial Removal,Full Removal,Full Removal,Leave In-Situ,8.4,6.3,,,Yes,Yes,No,None,Seabed Laid,Full Removal
Maersk Oil UK Limited,Janice Anode Skid 2,Subsea,Partial Removal,Partial Removal,Full Removal,Full Removal,Leave In-Situ,8.4,6.3,,,Yes,Yes,No,None,Seabed Laid,Full Removal
Maersk Oil UK Limited,Janice Anode Skid 3,Subsea,Partial Removal,Partial Removal,Full Removal,Full Removal,Leave In-Situ,8.4,6.3,,,Yes,Yes,No,None,Seabed Laid,Full Removal
Maersk Oil UK Limited,Janice Anode Skid 4,Subsea,Partial Removal,Partial Removal,Full Removal,Full Removal,Leave In-Situ,11.8,9.275,,,Yes,Yes,No,None,Seabed Laid,Full Removal
Maersk Oil UK Limited,Janice Anode Skid 5,Subsea,Partial Removal,Partial Removal,Full Removal,Full Removal,Leave In-Situ,3.5,2.772,,,Yes,Yes,No,None,Seabed Laid,Full Removal
Maersk Oil UK Limited,Janice Cooling Skid,Subsea,Partial Removal,Partial Removal,Full Removal,Full Removal,Leave In-Situ,40,66.748,,,Yes,Yes,No,None,Seabed Laid,Full Removal
CNR International (U.K.) Limited,Banff Suction Base,Subsea,Partial Removal,Partial Removal,Full Removal,Full Removal,Leave In-Situ,186,1352.7,,,Yes,Yes,No,None,Seabed Laid,Full Removal
CNR International (U.K.) Limited,Banff Umbilical Thether Base Anode Skid A,Subsea,Partial Removal,Partial Removal,Full Removal,Full Removal,Leave In-Situ,1.5,1.875,,,Yes,Yes,No,None,Seabed Laid,Full Removal
CNR International (U.K.) Limited,Banff Umbilical Thether Base Anode Skid B,Subsea,Partial Removal,Partial Removal,Full Removal,Full Removal,Leave In-Situ,1.5,1.875,,,Yes,Yes,No,None,Seabed Laid,Full Removal
CNR International (U.K.) Limited,Gas Export Thether Base Anode Skid A,Subsea,Partial Removal,Partial Removal,Full Removal,Full Removal,Leave In-Situ,1.5,1.875,,,Yes,Yes,No,None,Seabed Laid,Full Removal
CNR International (U.K.) Limited,Gas Export Thether Base Anode Skid B,Subsea,Partial Removal,Partial Removal,Full Removal,Full Removal,Leave In-Situ,1.5,1.875,,,Yes,Yes,No,None,Seabed Laid,Full Removal
CNR International (U.K.) Limited,Gas Export SSIV Anode Skid,Subsea,Partial Removal,Partial Removal,Full Removal,Full Removal,Leave In-Situ,1.2,1.575,,,Yes,Yes,No,None,Seabed Laid,Full Removal
CNR International (U.K.) Limited,Oil Export Thether Base Structure Anode Skid A,Subsea,Partial Removal,Partial Removal,Full Removal,Full Removal,Leave In-Situ,1.5,1.875,,,Yes,Yes,No,None,Seabed Laid,Full Removal
CNR International (U.K.) Limited,Oil Export Thether Base Structure Anode Skid B,Subsea,Partial Removal,Partial Removal,Full Removal,Full Removal,Leave In-Situ,1.5,1.875,,,Yes,Yes,No,None,Seabed Laid,Full Removal
CNR International (U.K.) Limited,Pipeline End Manifold Tee Anode Skid,Subsea,Partial Removal,Partial Removal,Full Removal,Full Removal,Leave In-Situ,0.5,0.075,,,Yes,Yes,No,None,Seabed Laid,Full Removal
Lundin Energy Norway AS,Brynhild PLEY ,Subsea,Partial Removal,Partial Removal,Full Removal,Full Removal,Leave In-Situ,112.54,,,,Yes,No,Yes,None,Seabed Laid,Full Removal
Maersk Oil UK Limited,Leadon Riser Base 1,Subsea,Partial Removal,Partial Removal,Full Removal,Full Removal,Leave In-Situ,59,67.2,,,Yes,No,Yes,None,Seabed Laid,Full Removal
Maersk Oil UK Limited,Leadon Riser Base 2,Subsea,Partial Removal,Partial Removal,Full Removal,Full Removal,Leave In-Situ,95,226.92,,,Yes,No,Yes,None,Seabed Laid,Full Removal
Maersk Oil UK Limited,Leadon Riser Base 3,Subsea,Partial Removal,Partial Removal,Full Removal,Full Removal,Leave In-Situ,79,190.747,,,Yes,No,Yes,None,Seabed Laid,Full Removal
Maersk Oil UK Limited,Leadon Riser Base 4,Subsea,Partial Removal,Partial Removal,Full Removal,Full Removal,Leave In-Situ,95,226.92,,,Yes,No,Yes,None,Seabed Laid,Full Removal
Maersk Oil UK Limited,Leadon Riser Base 5,Subsea,Partial Removal,Partial Removal,Full Removal,Full Removal,Leave In-Situ,79,190.747,,,Yes,No,Yes,None,Seabed Laid,Full Removal
Maersk Oil UK Limited,Leadon Riser Base 6,Subsea,Partial Removal,Partial Removal,Full Removal,Full Removal,Leave In-Situ,79,190.747,,,Yes,No,Yes,None,Seabed Laid,Full Removal
CNR International (U.K.) Limited,Banff & Kyle Gas Export Thether Base,Subsea,Partial Removal,Partial Removal,Full Removal,Full Removal,Leave In-Situ,39,142.1,,,Yes,No,Yes,None,Seabed Laid,Full Removal
CNR International (U.K.) Limited,Banff DUTU Structure,Subsea,Partial Removal,Partial Removal,Full Removal,Full Removal,Leave In-Situ,42,119.625,,,Yes,No,Yes,None,Seabed Laid,Full Removal
CNR International (U.K.) Limited,Banff P1 Production Riser Base,Subsea,Partial Removal,Partial Removal,Full Removal,Full Removal,Leave In-Situ,69,168.345,,,Yes,No,Yes,None,Seabed Laid,Full Removal
CNR International (U.K.) Limited,Banff P2 Production Riser Base,Subsea,Partial Removal,Partial Removal,Full Removal,Full Removal,Leave In-Situ,69,168.345,,,Yes,No,Yes,None,Seabed Laid,Full Removal
CNR International (U.K.) Limited,Banff Oil Export Thether Base,Subsea,Partial Removal,Partial Removal,Full Removal,Full Removal,Leave In-Situ,39,142.1,,,Yes,No,Yes,None,Seabed Laid,Full Removal
CNR International (U.K.) Limited,Banff Oil Export STL Thether Base,Subsea,Partial Removal,Partial Removal,Full Removal,Full Removal,Leave In-Situ,40,16.8,,,Yes,No,Yes,None,Seabed Laid,Full Removal
CNR International (U.K.) Limited,Pipeline End Manifold Tee,Subsea,Partial Removal,Partial Removal,Full Removal,Full Removal,Leave In-Situ,8,15.81,,,Yes,No,Yes,None,Seabed Laid,Full Removal
CNR International (U.K.) Limited,Banff Umbilical Thether Base,Subsea,Partial Removal,Partial Removal,Full Removal,Full Removal,Leave In-Situ,39,142.1,,,Yes,No,Yes,None,Seabed Laid,Full Removal
CNR International (U.K.) Limited,Kyle North Subsea Distribution Unit,Subsea,Partial Removal,Partial Removal,Full Removal,Full Removal,Leave In-Situ,4.9,136.8,,,Yes,No,Yes,None,Seabed Laid,Full Removal
CNR International (U.K.) Limited,Kyle North Drill Centre Valve Structure,Subsea,Partial Removal,Partial Removal,Full Removal,Full Removal,Leave In-Situ,75,192,,,Yes,No,Yes,None,Seabed Laid,Full Removal
CNR International (U.K.) Limited,Kyle North Production Riser Base,Subsea,Partial Removal,Partial Removal,Full Removal,Full Removal,Leave In-Situ,86,204.8,,,Yes,No,Yes,None,Seabed Laid,Full Removal
CNR International (U.K.) Limited,Kyle North Umbilical Riser Base,Subsea,Partial Removal,Partial Removal,Full Removal,Full Removal,Leave In-Situ,48,204.8,,,Yes,No,Yes,None,Seabed Laid,Full Removal
CNR International (U.K.) Limited,Kyle North SDU/SAM Structure,Subsea,Partial Removal,Partial Removal,Full Removal,Full Removal,Leave In-Situ,4.9,93.024,,,Yes,No,Yes,None,Seabed Laid,Full Removal
CNR International (U.K.) Limited,Kyle South Tee Structure,Subsea,Partial Removal,Partial Removal,Full Removal,Full Removal,Leave In-Situ,40.1,228.448,,,Yes,No,Yes,None,Seabed Laid,Full Removal
CNR International (U.K.) Limited,Kyle South Drill Centre Valve Structure,Subsea,Partial Removal,Partial Removal,Full Removal,Full Removal,Leave In-Situ,75,192,,,Yes,No,Yes,None,Seabed Laid,Full Removal
CNR International (U.K.) Limited,Curlew DUTU Structure,Subsea,Partial Removal,Partial Removal,Full Removal,Full Removal,Leave In-Situ,1.8,4.901,,,Yes,No,Yes,None,Seabed Laid,Full Removal
